
TracePro Release: 7 3 4 
Incident Ray Table for 

Linear Units in millimeters
Data for screen Surface 1
Data generated at 14:01:33 October 07, 2025

Ray     	Start   	Split   
Number  	Number  	Number  	Type        	Hist        	Inc Flux      	Abso Flux     	X Pos.        	Y Pos.        	Z Pos.        	X Vec.        	Y Vec.        	Z Vec.        	X Norm        	Y Norm        	Z Norm        	S0            	S1            	S2            	S3            	DegOfPol      	ElliRatio     	X MajAxis     	Y MajAxis     	Z MajAxis     	
Wavelength = 0.5 (Source: mysource)
     543	     543	       5	    SpecTran	      NoInfo	      0.554206	      0.554206	      -3.88646	       4.22583	        1.9977	     -0.708927	      0.664392	      0.236653	      0.788011	     -0.615661	             0	      0.554206	             0	             0	             0	             0	             0	             0	             0	             0	
     544	     544	       5	    SpecTran	      NoInfo	        0.8558	        0.8558	       -4.0124	       4.06463	      0.566712	     -0.749269	      0.656043	     0.0905774	      0.788011	     -0.615661	             0	        0.8558	             0	             0	             0	             0	             0	             0	             0	             0	
     545	     545	       5	    SpecTran	      NoInfo	      0.855784	      0.855784	      -4.17234	       3.85992	      -1.04125	     -0.771851	      0.619306	     -0.143894	      0.788011	     -0.615661	             0	      0.855784	             0	             0	             0	             0	             0	             0	             0	             0	
     546	     546	       5	    SpecTran	      NoInfo	      0.855633	      0.855633	      -5.38688	       2.30537	      0.862528	     -0.906227	      0.414406	     0.0837847	      0.788011	     -0.615661	             0	      0.855633	             0	             0	             0	             0	             0	             0	             0	             0	
     547	     547	       5	    SpecTran	      NoInfo	        0.8558	        0.8558	      -4.55194	       3.37404	     -0.792294	     -0.828821	      0.553766	    -0.0799902	      0.788011	     -0.615661	             0	        0.8558	             0	             0	             0	             0	             0	             0	             0	             0	
     548	     548	       5	    SpecTran	      NoInfo	      0.499632	      0.499632	      -3.73141	       4.42429	      -1.76718	     -0.715663	       0.66851	     -0.202288	      0.788011	     -0.615661	             0	      0.499632	             0	             0	             0	             0	             0	             0	             0	             0	
     549	     549	       5	    SpecTran	      NoInfo	      0.855808	      0.855808	       -4.2316	       3.78406	      0.549294	     -0.788767	      0.611592	     0.0616525	      0.788011	     -0.615661	             0	      0.855808	             0	             0	             0	             0	             0	             0	             0	             0	
     550	     550	       5	    SpecTran	      NoInfo	     0.0762855	     0.0762855	      -3.03716	       5.31287	    -0.0752559	      -0.61949	      0.784862	    -0.0149551	      0.788011	     -0.615661	             0	     0.0762855	             0	             0	             0	             0	             0	             0	             0	             0	
     551	     551	       5	    SpecTran	      NoInfo	      0.855727	      0.855727	      -5.18546	       2.56319	      0.412226	     -0.890738	      0.451103	     0.0556068	      0.788011	     -0.615661	             0	      0.855727	             0	             0	             0	             0	             0	             0	             0	             0	
     552	     552	       5	    SpecTran	      NoInfo	      0.855802	      0.855802	      -4.33182	       3.65579	      0.798122	     -0.793107	      0.600715	      0.100616	      0.788011	     -0.615661	             0	      0.855802	             0	             0	             0	             0	             0	             0	             0	             0	
     553	     553	       5	    SpecTran	      NoInfo	      0.855784	      0.855784	      -4.93144	       2.88832	     -0.756698	     -0.857124	      0.510071	    -0.0718704	      0.788011	     -0.615661	             0	      0.855784	             0	             0	             0	             0	             0	             0	             0	             0	
     554	     554	       5	    SpecTran	      NoInfo	      0.855648	      0.855648	      -3.97071	       4.11799	      -1.89575	     -0.737489	      0.632729	     -0.236143	      0.788011	     -0.615661	             0	      0.855648	             0	             0	             0	             0	             0	             0	             0	             0	
     555	     555	       5	    SpecTran	      NoInfo	      0.855796	      0.855796	      -4.34741	       3.63584	       0.85086	     -0.787971	      0.604153	      0.118749	      0.788011	     -0.615661	             0	      0.855796	             0	             0	             0	             0	             0	             0	             0	             0	
     556	     556	       5	    SpecTran	      NoInfo	      0.855752	      0.855752	      -4.81987	       3.03112	      -1.04918	     -0.841912	       0.51941	     -0.146278	      0.788011	     -0.615661	             0	      0.855752	             0	             0	             0	             0	             0	             0	             0	             0	
     557	     557	       5	    SpecTran	      NoInfo	      0.123551	      0.123551	      -3.29983	       4.97667	      0.710954	      -0.66507	      0.741725	     0.0867472	      0.788011	     -0.615661	             0	      0.123551	             0	             0	             0	             0	             0	             0	             0	             0	
     558	     558	       5	    SpecTran	      NoInfo	      0.855808	      0.855808	      -4.00952	       4.06832	      0.414091	     -0.756027	      0.653943	     0.0279373	      0.788011	     -0.615661	             0	      0.855808	             0	             0	             0	             0	             0	             0	             0	             0	
     559	     559	       5	    SpecTran	      NoInfo	      0.855784	      0.855784	      -4.24805	       3.76301	       1.32004	     -0.787811	      0.598976	      0.143462	      0.788011	     -0.615661	             0	      0.855784	             0	             0	             0	             0	             0	             0	             0	             0	
     560	     560	       5	    SpecTran	      NoInfo	      0.855801	      0.855801	      -4.53106	       3.40078	      0.643188	     -0.814635	      0.572581	     0.0923072	      0.788011	     -0.615661	             0	      0.855801	             0	             0	             0	             0	             0	             0	             0	             0	
     561	     561	       5	    SpecTran	      NoInfo	      0.165675	      0.165675	      -3.48082	       4.74502	       1.38581	     -0.672788	      0.717051	      0.182191	      0.788011	     -0.615661	             0	      0.165675	             0	             0	             0	             0	             0	             0	             0	             0	
     562	     562	       5	    SpecTran	      NoInfo	       0.85572	       0.85572	      -5.23639	         2.498	     -0.539879	     -0.893321	      0.446262	    -0.0531733	      0.788011	     -0.615661	             0	       0.85572	             0	             0	             0	             0	             0	             0	             0	             0	
     563	     563	       5	    SpecTran	      NoInfo	       0.50397	       0.50397	      -3.94412	       4.15202	      -1.28121	     -0.727746	      0.671334	     -0.140343	      0.788011	     -0.615661	             0	       0.50397	             0	             0	             0	             0	             0	             0	             0	             0	
     564	     564	       5	    SpecTran	      NoInfo	       0.85571	       0.85571	      -5.22006	       2.51889	       1.17521	      -0.87565	      0.466681	      0.124283	      0.788011	     -0.615661	             0	       0.85571	             0	             0	             0	             0	             0	             0	             0	             0	
     565	     565	       5	    SpecTran	      NoInfo	      0.855777	      0.855777	      -4.75206	        3.1179	     -0.889121	     -0.837223	      0.532963	     -0.122509	      0.788011	     -0.615661	             0	      0.855777	             0	             0	             0	             0	             0	             0	             0	             0	
     566	     566	       5	    SpecTran	      NoInfo	       0.85574	       0.85574	       -4.1456	       3.89414	       1.43305	     -0.756706	      0.625593	      0.189812	      0.788011	     -0.615661	             0	       0.85574	             0	             0	             0	             0	             0	             0	             0	             0	
     567	     567	       5	    SpecTran	      NoInfo	      0.855777	      0.855777	      -5.09492	       2.67907	      0.383534	     -0.871657	      0.488929	     0.0340905	      0.788011	     -0.615661	             0	      0.855777	             0	             0	             0	             0	             0	             0	             0	             0	
     568	     568	       5	    SpecTran	      NoInfo	       0.13042	       0.13042	      -3.32326	       4.94668	      0.741362	     -0.669834	       0.73766	     0.0847332	      0.788011	     -0.615661	             0	       0.13042	             0	             0	             0	             0	             0	             0	             0	             0	
     569	     569	       5	    SpecTran	      NoInfo	      0.151788	      0.151788	      -3.52662	        4.6864	     -0.399244	     -0.684075	      0.727352	    -0.0547763	      0.788011	     -0.615661	             0	      0.151788	             0	             0	             0	             0	             0	             0	             0	             0	
     570	     570	       5	    SpecTran	      NoInfo	      0.855719	      0.855719	      -4.59855	       3.31439	      -1.78716	     -0.806315	      0.557297	     -0.198182	      0.788011	     -0.615661	             0	      0.855719	             0	             0	             0	             0	             0	             0	             0	             0	
     571	     571	       5	    SpecTran	      NoInfo	      0.855765	      0.855765	      -4.46219	       3.48892	       1.17461	     -0.803932	      0.571904	      0.163154	      0.788011	     -0.615661	             0	      0.855765	             0	             0	             0	             0	             0	             0	             0	             0	
     572	     572	       5	    SpecTran	      NoInfo	     0.0865479	     0.0865479	      -3.24101	       5.05197	     -0.619331	     -0.631537	      0.772191	    -0.0698753	      0.788011	     -0.615661	             0	     0.0865479	             0	             0	             0	             0	             0	             0	             0	             0	
     573	     573	       5	    SpecTran	      NoInfo	      0.316524	      0.316524	      -3.78775	       4.35217	      -1.23777	     -0.715907	      0.685522	     -0.132428	      0.788011	     -0.615661	             0	      0.316524	             0	             0	             0	             0	             0	             0	             0	             0	
     574	     574	       5	    SpecTran	      NoInfo	      0.855771	      0.855771	      -5.08105	       2.69681	      -0.70874	     -0.866435	      0.493584	    -0.0752739	      0.788011	     -0.615661	             0	      0.855771	             0	             0	             0	             0	             0	             0	             0	             0	
     575	     575	       5	    SpecTran	      NoInfo	      0.855737	      0.855737	      -5.06417	       2.71842	       1.16675	     -0.858728	      0.494176	      0.135558	      0.788011	     -0.615661	             0	      0.855737	             0	             0	             0	             0	             0	             0	             0	             0	
     576	     576	       5	    SpecTran	      NoInfo	      0.855773	      0.855773	       -4.7844	       3.07651	       1.23562	     -0.829072	      0.542077	      0.137086	      0.788011	     -0.615661	             0	      0.855773	             0	             0	             0	             0	             0	             0	             0	             0	
     577	     577	       5	    SpecTran	      NoInfo	      0.108237	      0.108237	      -3.27796	       5.00467	      0.816274	     -0.651774	      0.751956	     0.0987587	      0.788011	     -0.615661	             0	      0.108237	             0	             0	             0	             0	             0	             0	             0	             0	
     578	     578	       5	    SpecTran	      NoInfo	      0.855721	      0.855721	      -5.34377	       2.36056	      0.380291	     -0.894727	      0.444701	     0.0412879	      0.788011	     -0.615661	             0	      0.855721	             0	             0	             0	             0	             0	             0	             0	             0	
     579	     579	       5	    SpecTran	      NoInfo	      0.083325	      0.083325	      -3.19373	       5.11248	      -0.62291	     -0.626458	      0.775517	    -0.0782496	      0.788011	     -0.615661	             0	      0.083325	             0	             0	             0	             0	             0	             0	             0	             0	
     580	     580	       5	    SpecTran	      NoInfo	      0.120515	      0.120515	      -3.32214	       4.94813	     -0.634619	     -0.661896	      0.743401	    -0.0961689	      0.788011	     -0.615661	             0	      0.120515	             0	             0	             0	             0	             0	             0	             0	             0	
     581	     581	       5	    SpecTran	      NoInfo	      0.855753	      0.855753	      -4.64099	       3.26007	       1.31577	     -0.813228	      0.556567	      0.169979	      0.788011	     -0.615661	             0	      0.855753	             0	             0	             0	             0	             0	             0	             0	             0	
     582	     582	       5	    SpecTran	      NoInfo	      0.855758	      0.855758	      -5.09525	       2.67864	     0.0990816	     -0.883937	      0.467245	     0.0183515	      0.788011	     -0.615661	             0	      0.855758	             0	             0	             0	             0	             0	             0	             0	             0	
     583	     583	       5	    SpecTran	      NoInfo	      0.855687	      0.855687	      -5.40366	        2.2839	    -0.0831203	     -0.904863	      0.425047	    -0.0236308	      0.788011	     -0.615661	             0	      0.855687	             0	             0	             0	             0	             0	             0	             0	             0	
     584	     584	       5	    SpecTran	      NoInfo	     0.0859207	     0.0859207	      -3.17204	       5.14024	     0.0118637	     -0.633565	      0.773587	    -0.0125995	      0.788011	     -0.615661	             0	     0.0859207	             0	             0	             0	             0	             0	             0	             0	             0	
     585	     585	       5	    SpecTran	      NoInfo	      0.855807	      0.855807	      -4.00784	       4.07046	     -0.272083	     -0.754043	      0.654516	    -0.0550222	      0.788011	     -0.615661	             0	      0.855807	             0	             0	             0	             0	             0	             0	             0	             0	
     586	     586	       5	    SpecTran	      NoInfo	      0.855764	      0.855764	      -5.00712	       2.79145	      0.803905	     -0.867456	      0.490062	     0.0857867	      0.788011	     -0.615661	             0	      0.855764	             0	             0	             0	             0	             0	             0	             0	             0	
     587	     587	       5	    SpecTran	      NoInfo	      0.855597	      0.855597	      -4.36154	       3.61775	       2.30393	     -0.778694	       0.57254	      0.256581	      0.788011	     -0.615661	             0	      0.855597	             0	             0	             0	             0	             0	             0	             0	             0	
     588	     588	       5	    SpecTran	      NoInfo	      0.276735	      0.276735	      -3.61814	       4.56926	      -1.19873	     -0.709364	      0.690881	     -0.139597	      0.788011	     -0.615661	             0	      0.276735	             0	             0	             0	             0	             0	             0	             0	             0	
     589	     589	       5	    SpecTran	      NoInfo	      0.855779	      0.855779	      -4.82482	       3.02478	       1.02858	     -0.844242	      0.524684	      0.109371	      0.788011	     -0.615661	             0	      0.855779	             0	             0	             0	             0	             0	             0	             0	             0	
     590	     590	       5	    SpecTran	      NoInfo	      0.855805	      0.855805	      -4.17884	        3.8516	      0.669852	     -0.771682	      0.631004	     0.0796282	      0.788011	     -0.615661	             0	      0.855805	             0	             0	             0	             0	             0	             0	             0	             0	
     591	     591	       5	    SpecTran	      NoInfo	      0.108446	      0.108446	      -3.36831	       4.88903	     0.0502029	     -0.657472	      0.753193	     0.0207506	      0.788011	     -0.615661	             0	      0.108446	             0	             0	             0	             0	             0	             0	             0	             0	
     592	     592	       5	    SpecTran	      NoInfo	      0.855802	      0.855802	      -3.90444	       4.20281	     -0.653669	     -0.746703	      0.660718	    -0.0767204	      0.788011	     -0.615661	             0	      0.855802	             0	             0	             0	             0	             0	             0	             0	             0	
     593	     593	       5	    SpecTran	      NoInfo	      0.113215	      0.113215	      -3.21527	       5.08491	       1.18873	     -0.646712	      0.745923	      0.159257	      0.788011	     -0.615661	             0	      0.113215	             0	             0	             0	             0	             0	             0	             0	             0	
     594	     594	       5	    SpecTran	      NoInfo	      0.394348	      0.394348	      -3.78893	       4.35065	      0.694552	     -0.727133	      0.678867	      0.102065	      0.788011	     -0.615661	             0	      0.394348	             0	             0	             0	             0	             0	             0	             0	             0	
     595	     595	       5	    SpecTran	      NoInfo	      0.078154	      0.078154	      -3.06813	       5.27324	       0.69854	     -0.619328	      0.781716	     0.0731666	      0.788011	     -0.615661	             0	      0.078154	             0	             0	             0	             0	             0	             0	             0	             0	
     596	     596	       5	    SpecTran	      NoInfo	      0.340074	      0.340074	       -3.8005	       4.33585	       1.49476	     -0.708931	      0.680402	      0.185662	      0.788011	     -0.615661	             0	      0.340074	             0	             0	             0	             0	             0	             0	             0	             0	
     597	     597	       5	    SpecTran	      NoInfo	      0.855799	      0.855799	      -3.90196	       4.20599	     -0.771758	     -0.750541	      0.653374	    -0.0989485	      0.788011	     -0.615661	             0	      0.855799	             0	             0	             0	             0	             0	             0	             0	             0	
     598	     598	       5	    SpecTran	      NoInfo	      0.855601	      0.855601	      -4.35338	        3.6282	      -2.20528	     -0.777649	      0.574462	     -0.255452	      0.788011	     -0.615661	             0	      0.855601	             0	             0	             0	             0	             0	             0	             0	             0	
     599	     599	       5	    SpecTran	      NoInfo	      0.855798	      0.855798	      -4.76063	       3.10694	     -0.288479	     -0.848953	      0.527093	    -0.0380984	      0.788011	     -0.615661	             0	      0.855798	             0	             0	             0	             0	             0	             0	             0	             0	
     600	     600	       5	    SpecTran	      NoInfo	      0.196217	      0.196217	      -3.52563	       4.68767	       1.14156	     -0.691197	      0.708498	      0.142398	      0.788011	     -0.615661	             0	      0.196217	             0	             0	             0	             0	             0	             0	             0	             0	
     601	     601	       5	    SpecTran	      NoInfo	      0.855691	      0.855691	       -4.1692	       3.86394	        1.8605	     -0.747518	        0.6272	      0.218718	      0.788011	     -0.615661	             0	      0.855691	             0	             0	             0	             0	             0	             0	             0	             0	
     602	     602	       5	    SpecTran	      NoInfo	      0.855805	      0.855805	      -4.39609	       3.57353	     -0.820443	     -0.795728	      0.599747	    -0.0843819	      0.788011	     -0.615661	             0	      0.855805	             0	             0	             0	             0	             0	             0	             0	             0	
     603	     603	       5	    SpecTran	      NoInfo	      0.180816	      0.180816	      -3.53163	       4.67999	      0.244004	     -0.697712	       0.71632	    0.00911293	      0.788011	     -0.615661	             0	      0.180816	             0	             0	             0	             0	             0	             0	             0	             0	
     604	     604	       5	    SpecTran	      NoInfo	      0.855781	      0.855781	      -3.91205	       4.19307	       1.20975	     -0.737427	      0.662405	      0.131987	      0.788011	     -0.615661	             0	      0.855781	             0	             0	             0	             0	             0	             0	             0	             0	
     605	     605	       5	    SpecTran	      NoInfo	       0.85581	       0.85581	      -4.33948	       3.64599	    -0.0178694	     -0.807814	      0.589405	   -0.00616067	      0.788011	     -0.615661	             0	       0.85581	             0	             0	             0	             0	             0	             0	             0	             0	
     606	     606	       5	    SpecTran	      NoInfo	      0.855743	      0.855743	      -3.98863	       4.09506	       1.38688	     -0.729982	      0.660434	      0.175934	      0.788011	     -0.615661	             0	      0.855743	             0	             0	             0	             0	             0	             0	             0	             0	
     607	     607	       5	    SpecTran	      NoInfo	     0.0912684	     0.0912684	      -3.08048	       5.25743	    -0.0151579	     -0.640311	      0.768114	    0.00159361	      0.788011	     -0.615661	             0	     0.0912684	             0	             0	             0	             0	             0	             0	             0	             0	
     608	     608	       5	    SpecTran	      NoInfo	      0.103472	      0.103472	      -3.22509	       5.07234	    -0.0362339	     -0.653036	      0.757137	    -0.0169466	      0.788011	     -0.615661	             0	      0.103472	             0	             0	             0	             0	             0	             0	             0	             0	
     609	     609	       5	    SpecTran	      NoInfo	      0.855792	      0.855792	      -4.84973	        2.9929	     -0.153418	     -0.861423	      0.507868	   -0.00450801	      0.788011	     -0.615661	             0	      0.855792	             0	             0	             0	             0	             0	             0	             0	             0	
     610	     610	       5	    SpecTran	      NoInfo	      0.855757	      0.855757	      -5.04253	       2.74612	       1.01033	     -0.856189	      0.502481	      0.120222	      0.788011	     -0.615661	             0	      0.855757	             0	             0	             0	             0	             0	             0	             0	             0	
     611	     611	       5	    SpecTran	      NoInfo	       0.85581	       0.85581	      -4.40607	       3.56076	     -0.185841	      -0.79966	      0.600026	    -0.0226349	      0.788011	     -0.615661	             0	       0.85581	             0	             0	             0	             0	             0	             0	             0	             0	
     612	     612	       5	    SpecTran	      NoInfo	      0.855782	      0.855782	      -4.23939	       3.77409	       1.24047	     -0.787553	      0.598438	      0.147079	      0.788011	     -0.615661	             0	      0.855782	             0	             0	             0	             0	             0	             0	             0	             0	
     613	     613	       5	    SpecTran	      NoInfo	      0.855758	      0.855758	      -5.10256	       2.66928	      0.715873	     -0.875116	      0.478585	     0.0716113	      0.788011	     -0.615661	             0	      0.855758	             0	             0	             0	             0	             0	             0	             0	             0	
     614	     614	       5	    SpecTran	      NoInfo	      0.220045	      0.220045	      -3.68069	       4.48919	      0.122177	     -0.708865	      0.704848	     0.0264538	      0.788011	     -0.615661	             0	      0.220045	             0	             0	             0	             0	             0	             0	             0	             0	
     615	     615	       5	    SpecTran	      NoInfo	      0.855798	      0.855798	      -4.28489	       3.71586	     -0.749249	     -0.782304	      0.612651	     -0.112514	      0.788011	     -0.615661	             0	      0.855798	             0	             0	             0	             0	             0	             0	             0	             0	
     616	     616	       5	    SpecTran	      NoInfo	        0.8558	        0.8558	      -4.80663	       3.04807	      0.590304	     -0.835773	      0.544921	     0.0674144	      0.788011	     -0.615661	             0	        0.8558	             0	             0	             0	             0	             0	             0	             0	             0	
     617	     617	       5	    SpecTran	      NoInfo	       0.85579	       0.85579	      -4.90421	       2.92317	      0.179423	     -0.863648	      0.504094	     0.0010672	      0.788011	     -0.615661	             0	       0.85579	             0	             0	             0	             0	             0	             0	             0	             0	
     618	     618	       5	    SpecTran	      NoInfo	      0.855809	      0.855809	      -4.06202	       4.00112	     -0.137881	     -0.757424	      0.652351	    -0.0273394	      0.788011	     -0.615661	             0	      0.855809	             0	             0	             0	             0	             0	             0	             0	             0	
     619	     619	       5	    SpecTran	      NoInfo	      0.855696	      0.855696	      -4.59849	       3.31446	       1.88888	     -0.798882	      0.562363	      0.213388	      0.788011	     -0.615661	             0	      0.855696	             0	             0	             0	             0	             0	             0	             0	             0	
     620	     620	       5	    SpecTran	      NoInfo	       0.85566	       0.85566	      -5.38134	       2.31247	      0.519435	     -0.901128	      0.425095	     0.0852142	      0.788011	     -0.615661	             0	       0.85566	             0	             0	             0	             0	             0	             0	             0	             0	
     621	     621	       5	    SpecTran	      NoInfo	      0.132358	      0.132358	      -3.34498	       4.91889	      -1.59171	      -0.65503	      0.732483	     -0.185485	      0.788011	     -0.615661	             0	      0.132358	             0	             0	             0	             0	             0	             0	             0	             0	
     622	     622	       5	    SpecTran	      NoInfo	      0.855786	      0.855786	      -4.70455	       3.17872	       1.06091	     -0.821338	       0.55662	      0.124813	      0.788011	     -0.615661	             0	      0.855786	             0	             0	             0	             0	             0	             0	             0	             0	
     623	     623	       5	    SpecTran	      NoInfo	      0.293752	      0.293752	      -3.79217	       4.34651	      -1.49702	     -0.708194	      0.687361	     -0.161233	      0.788011	     -0.615661	             0	      0.293752	             0	             0	             0	             0	             0	             0	             0	             0	
     624	     624	       5	    SpecTran	      NoInfo	      0.855807	      0.855807	      -4.44698	        3.5084	      0.369837	     -0.821964	      0.568156	     0.0396749	      0.788011	     -0.615661	             0	      0.855807	             0	             0	             0	             0	             0	             0	             0	             0	
     625	     625	       5	    SpecTran	      NoInfo	      0.119238	      0.119238	      -3.31136	       4.96192	     -0.201199	      -0.66522	      0.745313	    -0.0446228	      0.788011	     -0.615661	             0	      0.119238	             0	             0	             0	             0	             0	             0	             0	             0	
     626	     626	       5	    SpecTran	      NoInfo	       0.85573	       0.85573	       -5.3764	       2.31879	     -0.355158	     -0.893053	      0.448811	    -0.0320275	      0.788011	     -0.615661	             0	       0.85573	             0	             0	             0	             0	             0	             0	             0	             0	
     627	     627	       5	    SpecTran	      NoInfo	      0.855725	      0.855725	      -5.35914	       2.34088	     -0.418751	     -0.891701	       0.44928	    -0.0549249	      0.788011	     -0.615661	             0	      0.855725	             0	             0	             0	             0	             0	             0	             0	             0	
     628	     628	       5	    SpecTran	      NoInfo	      0.855624	      0.855624	      -4.58953	       3.32593	      -2.13681	      -0.79938	      0.549811	      -0.24228	      0.788011	     -0.615661	             0	      0.855624	             0	             0	             0	             0	             0	             0	             0	             0	
     629	     629	       5	    SpecTran	      NoInfo	      0.292375	      0.292375	      -3.66176	       4.51342	        1.6051	     -0.700591	      0.685683	      0.197511	      0.788011	     -0.615661	             0	      0.292375	             0	             0	             0	             0	             0	             0	             0	             0	
     630	     630	       5	    SpecTran	      NoInfo	      0.741086	      0.741086	      -3.97611	       4.11108	       1.17959	     -0.733229	      0.666588	      0.134299	      0.788011	     -0.615661	             0	      0.741086	             0	             0	             0	             0	             0	             0	             0	             0	
     631	     631	       5	    SpecTran	      NoInfo	      0.221274	      0.221274	      -3.70406	       4.45928	        1.2724	     -0.697041	       0.70151	      0.148384	      0.788011	     -0.615661	             0	      0.221274	             0	             0	             0	             0	             0	             0	             0	             0	
     632	     632	       5	    SpecTran	      NoInfo	      0.855784	      0.855784	      -4.51655	       3.41935	      -1.13735	     -0.806691	      0.574588	     -0.138194	      0.788011	     -0.615661	             0	      0.855784	             0	             0	             0	             0	             0	             0	             0	             0	
     633	     633	       5	    SpecTran	      NoInfo	      0.189755	      0.189755	      -3.54772	        4.6594	     -0.122606	     -0.700399	      0.713298	    -0.0254425	      0.788011	     -0.615661	             0	      0.189755	             0	             0	             0	             0	             0	             0	             0	             0	
     634	     634	       5	    SpecTran	      NoInfo	      0.125146	      0.125146	      -3.28513	       4.99549	      -1.60212	     -0.650363	       0.73671	     -0.185168	      0.788011	     -0.615661	             0	      0.125146	             0	             0	             0	             0	             0	             0	             0	             0	
     635	     635	       5	    SpecTran	      NoInfo	      0.130123	      0.130123	      -3.42916	       4.81114	      -1.64171	     -0.653317	      0.733673	      -0.18682	      0.788011	     -0.615661	             0	      0.130123	             0	             0	             0	             0	             0	             0	             0	             0	
     636	     636	       5	    SpecTran	      NoInfo	      0.855636	      0.855636	      -3.87131	       4.24522	       2.02844	     -0.729909	      0.640536	      0.238634	      0.788011	     -0.615661	             0	      0.855636	             0	             0	             0	             0	             0	             0	             0	             0	
     637	     637	       5	    SpecTran	      NoInfo	      0.539283	      0.539283	      -3.89007	       4.22121	       1.83352	     -0.709922	      0.665228	      0.231262	      0.788011	     -0.615661	             0	      0.539283	             0	             0	             0	             0	             0	             0	             0	             0	
     638	     638	       5	    SpecTran	      NoInfo	       0.85581	       0.85581	      -4.30959	       3.68424	      0.138096	     -0.796081	      0.604963	      0.016588	      0.788011	     -0.615661	             0	       0.85581	             0	             0	             0	             0	             0	             0	             0	             0	
     639	     639	       5	    SpecTran	      NoInfo	      0.855808	      0.855808	       -4.3176	       3.67399	      0.413229	     -0.787977	      0.612261	     0.0650366	      0.788011	     -0.615661	             0	      0.855808	             0	             0	             0	             0	             0	             0	             0	             0	
     640	     640	       5	    SpecTran	      NoInfo	      0.193662	      0.193662	      -3.57246	       4.62773	      -1.49284	     -0.680897	      0.706854	     -0.191668	      0.788011	     -0.615661	             0	      0.193662	             0	             0	             0	             0	             0	             0	             0	             0	
     641	     641	       5	    SpecTran	      NoInfo	      0.198591	      0.198591	      -3.48722	       4.73683	     -0.873453	     -0.697461	      0.709194	     -0.102919	      0.788011	     -0.615661	             0	      0.198591	             0	             0	             0	             0	             0	             0	             0	             0	
     642	     642	       5	    SpecTran	      NoInfo	      0.855784	      0.855784	      -4.46677	       3.48306	      -1.26805	     -0.794868	       0.58984	     -0.142388	      0.788011	     -0.615661	             0	      0.855784	             0	             0	             0	             0	             0	             0	             0	             0	
     643	     643	       5	    SpecTran	      NoInfo	      0.855768	      0.855768	      -5.09826	       2.67479	      0.220586	     -0.876499	      0.479916	     0.0378042	      0.788011	     -0.615661	             0	      0.855768	             0	             0	             0	             0	             0	             0	             0	             0	
     644	     644	       5	    SpecTran	      NoInfo	       0.85569	       0.85569	      -5.10096	       2.67134	        1.4233	     -0.855154	       0.48925	      0.171308	      0.788011	     -0.615661	             0	       0.85569	             0	             0	             0	             0	             0	             0	             0	             0	
     645	     645	       5	    SpecTran	      NoInfo	      0.855644	      0.855644	      -4.28146	       3.72025	       2.03069	       -0.7646	      0.597449	      0.241748	      0.788011	     -0.615661	             0	      0.855644	             0	             0	             0	             0	             0	             0	             0	             0	
     646	     646	       5	    SpecTran	      NoInfo	       0.85564	       0.85564	      -5.40672	       2.27998	     -0.460604	     -0.910027	      0.410676	    -0.0565358	      0.788011	     -0.615661	             0	       0.85564	             0	             0	             0	             0	             0	             0	             0	             0	
     647	     647	       5	    SpecTran	      NoInfo	      0.151247	      0.151247	      -3.51464	       4.70173	      0.250314	      -0.68431	      0.727723	     0.0462513	      0.788011	     -0.615661	             0	      0.151247	             0	             0	             0	             0	             0	             0	             0	             0	
     648	     648	       5	    SpecTran	      NoInfo	     0.0985057	     0.0985057	      -3.27286	        5.0112	      -0.56936	     -0.644832	      0.760509	    -0.0762729	      0.788011	     -0.615661	             0	     0.0985057	             0	             0	             0	             0	             0	             0	             0	             0	
     649	     649	       5	    SpecTran	      NoInfo	      0.855695	      0.855695	       -4.3727	       3.60347	       1.71781	     -0.785642	      0.579096	      0.217748	      0.788011	     -0.615661	             0	      0.855695	             0	             0	             0	             0	             0	             0	             0	             0	
     650	     650	       5	    SpecTran	      NoInfo	      0.855804	      0.855804	      -4.47735	       3.46951	       0.70452	     -0.802068	       0.59059	      0.088826	      0.788011	     -0.615661	             0	      0.855804	             0	             0	             0	             0	             0	             0	             0	             0	
     651	     651	       5	    SpecTran	      NoInfo	      0.855801	      0.855801	      -4.71209	       3.16907	      0.210395	     -0.847212	      0.531066	     0.0141869	      0.788011	     -0.615661	             0	      0.855801	             0	             0	             0	             0	             0	             0	             0	             0	
     652	     652	       5	    SpecTran	      NoInfo	      0.855769	      0.855769	      -4.88457	       2.94831	     -0.935775	     -0.858336	      0.503299	    -0.0997456	      0.788011	     -0.615661	             0	      0.855769	             0	             0	             0	             0	             0	             0	             0	             0	
     653	     653	       5	    SpecTran	      NoInfo	      0.855797	      0.855797	      -4.81781	       3.03375	    -0.0291559	     -0.853536	      0.520926	      0.010619	      0.788011	     -0.615661	             0	      0.855797	             0	             0	             0	             0	             0	             0	             0	             0	
     654	     654	       5	    SpecTran	      NoInfo	      0.132525	      0.132525	      -3.40486	       4.84224	     -0.145294	     -0.674674	      0.737352	    -0.0335716	      0.788011	     -0.615661	             0	      0.132525	             0	             0	             0	             0	             0	             0	             0	             0	
