
TracePro Release: 7 3 4 
Incident Ray Table for 

Linear Units in millimeters
Data for screen Surface 1
Data generated at 14:01:33 October 07, 2025

Ray     	Start   	Split   
Number  	Number  	Number  	Type        	Hist        	Inc Flux      	Abso Flux     	X Pos.        	Y Pos.        	Z Pos.        	X Vec.        	Y Vec.        	Z Vec.        	X Norm        	Y Norm        	Z Norm        	S0            	S1            	S2            	S3            	DegOfPol      	ElliRatio     	X MajAxis     	Y MajAxis     	Z MajAxis     	
Wavelength = 0.5 (Source: mysource)
     377	     377	       5	    SpecTran	      NoInfo	      0.855806	      0.855806	       -4.0902	       3.96505	     -0.463212	     -0.774279	      0.628504	    -0.0739986	      0.788011	     -0.615661	             0	      0.855806	             0	             0	             0	             0	             0	             0	             0	             0	
     378	     378	       5	    SpecTran	      NoInfo	       0.85576	       0.85576	      -4.68499	       3.20376	      -1.21148	     -0.824926	      0.543372	     -0.155704	      0.788011	     -0.615661	             0	       0.85576	             0	             0	             0	             0	             0	             0	             0	             0	
     379	     379	       5	    SpecTran	      NoInfo	      0.855809	      0.855809	      -4.51447	         3.422	     0.0596615	     -0.813501	      0.580882	     0.0281538	      0.788011	     -0.615661	             0	      0.855809	             0	             0	             0	             0	             0	             0	             0	             0	
     380	     380	       5	    SpecTran	      NoInfo	       0.48079	       0.48079	      -3.83749	       4.28851	      -1.62351	     -0.715902	      0.669596	       -0.1978	      0.788011	     -0.615661	             0	       0.48079	             0	             0	             0	             0	             0	             0	             0	             0	
     381	     381	       5	    SpecTran	      NoInfo	      0.855642	      0.855642	      -5.33534	       2.37135	      0.932877	     -0.892701	      0.433161	      0.124322	      0.788011	     -0.615661	             0	      0.855642	             0	             0	             0	             0	             0	             0	             0	             0	
     382	     382	       5	    SpecTran	      NoInfo	     0.0962237	     0.0962237	      -3.20371	        5.0997	       1.05698	     -0.638252	      0.761484	      0.113033	      0.788011	     -0.615661	             0	     0.0962237	             0	             0	             0	             0	             0	             0	             0	             0	
     383	     383	       5	    SpecTran	      NoInfo	      0.187979	      0.187979	      -3.52314	       4.69086	      -1.37907	     -0.684258	      0.709948	     -0.166626	      0.788011	     -0.615661	             0	      0.187979	             0	             0	             0	             0	             0	             0	             0	             0	
     384	     384	       5	    SpecTran	      NoInfo	      0.855707	      0.855707	      -4.46967	       3.47935	      -1.86386	     -0.786028	      0.580846	     -0.211608	      0.788011	     -0.615661	             0	      0.855707	             0	             0	             0	             0	             0	             0	             0	             0	
     385	     385	       5	    SpecTran	      NoInfo	      0.145585	      0.145585	      -3.48866	       4.73499	      0.620191	     -0.679853	      0.729984	      0.070172	      0.788011	     -0.615661	             0	      0.145585	             0	             0	             0	             0	             0	             0	             0	             0	
     386	     386	       5	    SpecTran	      NoInfo	      0.855696	      0.855696	      -5.27498	        2.4486	      0.798402	     -0.883835	      0.453636	      0.114239	      0.788011	     -0.615661	             0	      0.855696	             0	             0	             0	             0	             0	             0	             0	             0	
     387	     387	       5	    SpecTran	      NoInfo	      0.855635	      0.855635	      -5.24996	       2.48063	       1.30628	      -0.88499	      0.441971	      0.146474	      0.788011	     -0.615661	             0	      0.855635	             0	             0	             0	             0	             0	             0	             0	             0	
     388	     388	       5	    SpecTran	      NoInfo	       0.10485	       0.10485	       -3.2376	       5.05633	       1.11901	     -0.643393	      0.753243	      0.136637	      0.788011	     -0.615661	             0	       0.10485	             0	             0	             0	             0	             0	             0	             0	             0	
     389	     389	       5	    SpecTran	      NoInfo	      0.855797	      0.855797	      -4.38896	       3.58265	      0.953975	     -0.810537	      0.575957	      0.106316	      0.788011	     -0.615661	             0	      0.855797	             0	             0	             0	             0	             0	             0	             0	             0	
     390	     390	       5	    SpecTran	      NoInfo	      0.855798	      0.855798	      -4.40324	       3.56438	      0.880529	     -0.811655	      0.574961	      0.103136	      0.788011	     -0.615661	             0	      0.855798	             0	             0	             0	             0	             0	             0	             0	             0	
     391	     391	       5	    SpecTran	      NoInfo	      0.129581	      0.129581	      -3.42628	       4.81482	       1.37672	     -0.655958	      0.734753	      0.172792	      0.788011	     -0.615661	             0	      0.129581	             0	             0	             0	             0	             0	             0	             0	             0	
